,Name,Aggregate Rating,Type,Price,Latitude,Longitude,Sensor ID,Sensor
183,Chef Panda 888,3.6,Restaurant,2,-37.8062169252,144.9557144567,27,QV Market-Peel St
185,Lukumades,4.2,Bakery,2,-37.806326063,144.9556822702,27,QV Market-Peel St
186,Donwoori,4.4,Restaurant,3,-37.805901961,144.9572815374,27,QV Market-Peel St
187,Soolzip Korean BBQ,4.1,Restaurant,3,-37.805965007,144.9555783346,27,QV Market-Peel St
188,Market Juice,3.8,Beverages,1,-37.8063522879,144.9572825432,27,QV Market-Peel St
189,Market Lane Cafe,3.4,Cafe,2,-37.8063914927,144.9572902545,27,QV Market-Peel St
191,Kebab Connection,3.6,Fast Food,2,-37.8057154719,144.9555139616,27,QV Market-Peel St
192,Hallah,4.1,Restaurant,3,-37.8059329542,144.9575172365,27,QV Market-Peel St
193,Loving Hut - West Melbourne,3.9,Restaurant,3,-37.8059424906,144.9553634226,27,QV Market-Peel St
194,Churros Spanish Donuts,4.1,Desserts,1,-37.8069472449,144.9563414231,27,QV Market-Peel St
195,The Drunken Poet,3.6,Cafe,3,-37.8066720182,144.9556282908,27,QV Market-Peel St
196,Maria's Trattoria,3.9,Restaurant,3,-37.8051411674,144.9563102424,27,QV Market-Peel St
197,Toodouri Korean BBQ,4.4,Restaurant,3,-37.8059493779,144.9577100202,27,QV Market-Peel St
198,Dutch Pancakes,3.1,Desserts,1,-37.8070558518,144.9567970634,27,QV Market-Peel St
200,HongKongBoi,3.9,Restaurant,2,-37.8087495698,144.9593421444,51,QVM-Franklin St (North)
201,Ichigo,3.6,Cafe,1,-37.8086573884,144.9595429748,51,QVM-Franklin St (North)
202,YOI,4.2,Restaurant,2,-37.8088195004,144.9593857303,51,QVM-Franklin St (North)
203,Plus 852 Cafe,3.5,Cafe,3,-37.8088496976,144.9594195932,51,QVM-Franklin St (North)
204,Mary's,3.2,Bar,3,-37.808952,144.959278,51,QVM-Franklin St (North)
205,Jojo Little Kitchen,4.1,Restaurant,2,-37.8089304886,144.9595439807,51,QVM-Franklin St (North)
206,Pelicana Chicken,3.2,Restaurant,3,-37.8089945914,144.9595563859,51,QVM-Franklin St (North)
207,Daboba,4.1,Beverages,1,-37.8090382979,144.9595104531,51,QVM-Franklin St (North)
208,Mala 1+1 (麻辣 1+1),3.5,Restaurant,2,-37.8079186092,144.9600710347,51,QVM-Franklin St (North)
210,Sarawak Kitchen,4.2,Restaurant,2,-37.8079718524,144.9601300433,51,QVM-Franklin St (North)
211,Once For All,3.7,Beverages,1,-37.8080364859,144.9601696059,51,QVM-Franklin St (North)
213,Phancy Cafe,3.7,Cafe,2,-37.8091866349,144.9582082406,51,QVM-Franklin St (North)
214,The Borek Bakehouse,4.4,Bakery,1,-37.8077111987,144.9600053206,51,QVM-Franklin St (North)
215,Invita,3.9,Cafe,3,-37.8073935919,144.958909303,51,QVM-Franklin St (North)
216,Market Espresso,3.8,Cafe,1,-37.8080619154,144.9578106031,51,QVM-Franklin St (North)
217,Malaysian Laksa House,3.8,Restaurant,3,-37.8085646772,144.9603898823,51,QVM-Franklin St (North)
218,Pondok Rempah,3.6,Restaurant,3,-37.8075575609,144.9599235132,51,QVM-Franklin St (North)
219,Hero Tang Tea 黑泷堂,3.4,Beverages,1,-37.8087093067,144.9604592845,51,QVM-Franklin St (North)
221,Denton Wine Bar,3.4,Bar,3,-37.8144396902,144.9743142352,75,Spring St- Flinders st (West)
223,Felt Restaurant - Hotel Lindrum,3.9,Restaurant,4,-37.815514518,144.97373119,75,Spring St- Flinders st (West)
225,Cumulus Up,4.4,Restaurant,4,-37.8149021488,144.9732520804,75,Spring St- Flinders st (West)
227,Cumulus Inc.,4.7,Restaurant,4,-37.814794348,144.9731357396,75,Spring St- Flinders st (West)
228,Tom Thumb,3.9,Cafe,1,-37.8148330186,144.9728956819,75,Spring St- Flinders st (West)
229,Mugs Alley,3.9,Cafe,3,-37.8162084596,144.975952059,75,Spring St- Flinders st (West)
236,Cecconi's Flinders Lane Restaurant,4.4,Restaurant,4,-37.8149302247,144.972592257,75,Spring St- Flinders st (West)
240,Loch & Key,3.5,Bar,3,-37.8075737193,144.9616337568,61,RMIT Building 14
242,Boss D Hot Pot Rice Noodle,3.4,Restaurant,2,-37.8088825438,144.9633299187,61,RMIT Building 14
243,Nice to Meet You,3.0,Beverages,1,-37.8088600283,144.9626875296,61,RMIT Building 14
244,Joomak,4.4,Restaurant,3,-37.8089405543,144.9633641169,61,RMIT Building 14
245,NO. 1 Spicy Pot,2.9,Restaurant,3,-37.8088798949,144.9624749646,61,RMIT Building 14
246,Panda Hot Pot  蜀大侠老火锅,4.4,Restaurant,3,-37.8067106931,144.9642291293,61,RMIT Building 14
247,Wonderbao,4.6,Restaurant,1,-37.8089773737,144.9627716839,61,RMIT Building 14
248,Podium,3.5,Cafe,2,-37.8068460548,144.9617289752,61,RMIT Building 14
250,Holy Crumpets,3.9,Cafe,1,-37.8091516698,144.963359423,61,RMIT Building 14
251,Darac Grill & Bar,4.5,Restaurant,3,-37.8089763142,144.9620451406,61,RMIT Building 14
254,Dear Fry Day 亲爱哒炸串包子铺,3.3,Restaurant,2,-37.8092933843,144.9635304138,61,RMIT Building 14
255,The Orient Hot Pot,3.8,Restaurant,4,-37.8090205504,144.9618624151,61,RMIT Building 14
256,Chickcha,3.7,Cafe,2,-37.8090732631,144.9617665261,61,RMIT Building 14
257,B'Churrasco,4.4,Restaurant,4,-37.8090780311,144.9616310746,61,RMIT Building 14
258,Spice Up Hot Pot Dips,4.0,Restaurant,2,-37.809382916,144.9622862041,61,RMIT Building 14
259,Coffee On Cardigan,3.2,Cafe,1,-37.8059851393,144.9643960968,61,RMIT Building 14
262,Liaison Cafe,3.9,Cafe,2,-37.8129778675,144.9724316597,17,Collins Place (South)
265,Terrace Bar - Sheraton Melbourne Hotel,3.1,Bar,3,-37.8127606708,144.9727119505,17,Collins Place (South)
266,Koko Black,4.0,Cafe,1,-37.8137677162,144.9720004946,17,Collins Place (South)
269,Tsuru Japanese Restaurant,4.0,Restaurant,4,-37.8126552508,144.9726204202,17,Collins Place (South)
270,Little Bean Blue,4.2,Cafe,2,-37.8125471818,144.9730022997,17,Collins Place (South)
272,Bar Lourinhã,4.6,Restaurant,4,-37.8127039877,144.9724739045,17,Collins Place (South)
274,Up Top,3.8,Cafe,2,-37.8125304947,144.9730378389,17,Collins Place (South)
276,Coffee Exchange,4.2,Cafe,2,-37.8125122183,144.9731333926,17,Collins Place (South)
279,Lupino,4.5,Restaurant,4,-37.8127357726,144.9723572284,17,Collins Place (South)
280,Hakoya Izakaya,4.1,Restaurant,3,-37.8123479955,144.9616931006,47,Melbourne Central-Elizabeth St (East)
281,Mamak,4.2,Restaurant,3,-37.8123583256,144.9616223574,47,Melbourne Central-Elizabeth St (East)
282,Pick-A-Stick by Dainty Sichuan,3.8,Restaurant,2,-37.8107144882,144.9624028802,47,Melbourne Central-Elizabeth St (East)
283,CHE Desserts,4.0,Desserts,1,-37.8125026828,144.9619502574,47,Melbourne Central-Elizabeth St (East)
284,Son In Law The Pad,3.7,Restaurant,2,-37.8106538303,144.962288551,47,Melbourne Central-Elizabeth St (East)
285,Qipo Skewer Bar 七婆串串香,4.0,Restaurant,3,-37.8114264867,144.9610104784,47,Melbourne Central-Elizabeth St (East)
286,SamSam Melbourne Central,3.4,Restaurant,3,-37.8106450892,144.9621762335,47,Melbourne Central-Elizabeth St (East)
287,Ajisen Ramen,4.0,Restaurant,3,-37.8106533005,144.9624005333,47,Melbourne Central-Elizabeth St (East)
288,Frozen by a Thousand Blessings,4.3,Desserts,1,-37.8110275777,144.9631813914,47,Melbourne Central-Elizabeth St (East)
289,Duri,3.5,Bakery,1,-37.8123993814,144.9614962935,47,Melbourne Central-Elizabeth St (East)
291,Urban Fox,3.5,Cafe,2,-37.8110657205,144.9632390589,47,Melbourne Central-Elizabeth St (East)
292,365 Foodstore,3.1,Cafe,1,-37.8106988602,144.962689206,47,Melbourne Central-Elizabeth St (East)
