,Sensor,Aggregate Rating,Price,Yearly Average Ped Count
0,Bourke Street Mall (North),3.5125,2.0,1356.2864075797243
1,Flinders St-Spark La,3.722222222222223,2.638888888888889,146.99567358819965
2,QV Market-Elizabeth St (West),3.7675675675675686,2.3513513513513513,606.9443503226918
